incidentid,LocationID,CityCde,CityName,CountyCde,COUNTYNAMETXT,LocationTypeCde,LocationTypeDesc,LocDescription,LocStreetNumber,LocStreetDir,LocStreetName,LocStreetSfx,LocAptNumber,LocalRdwyNumber,LocZip,LocZipExtension,StateCde,LatDecimal,LatDegrees,LatMinutes,LongDecimal,LongDegrees,LongMinutes,MilePointNumber,DirFromCityCde,MilesFromCity,Sector,InCityLimits,IncidentLocationTypeCde,RdwyNumber
19565528,28183807,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,,,BIRCH,ST,B,,42001,,KY,37.05546886,37,3.328,-88.64666253,88,38.8,0.098,,,5,TRUE,1,
19565529,28183808,7301,PADUCAH,73,MCCRACKEN,24,,HERZOGS PAWN AND LOAN,700,S,6TH,ST,,,42001,,KY,37.07881735,37,4.729,-88.59621273,88,35.773,0.532,,,2,TRUE,1,
19565533,28183811,7301,PADUCAH,73,MCCRACKEN,,,137 CLEMENTS ST,137,,CLEMENTS,ST,,CS1424,42001,,,37.0672373,37,4.034,-88.5839282,88,35.036,0.32,,,6,,1,
19565534,28183812,7301,PADUCAH,73,MCCRACKEN,,,MCKEEL EQUIPMENT,1939,N,8TH,ST,,,42001,,,37.0977353,37,5.864,-88.6276585,88,37.66,4.213,,,1,,1,
19565536,28183814,7301,PADUCAH,73,MCCRACKEN,20,,2927 JEFFERSON ST,2927,,JEFFERSON,ST,,,42001,,KY,37.07272045,37,4.363,-88.636017,88,38.161,2.547,,,3,TRUE,1,
19565827,28184195,7301,PADUCAH,73,MCCRACKEN,20,,2115 POLK ST,2115,,POLK,ST,,,42003,,KY,37.07332804,37,4.4,-88.62043077,88,37.226,0.089,,,4,TRUE,1,
19565832,28184200,7301,PADUCAH,73,MCCRACKEN,20,,1720 MADISON ST,1720,,MADISON,ST,,,42001,,KY,37.08144422,37,4.887,-88.62061754,88,37.237,1.046,,,1,TRUE,1,
19565970,28184325,7301,PADUCAH,73,MCCRACKEN,24,,EXPRESS TANN,5187,,US60,,,,42002,,KY,37.0744796,37,4.469,-88.69416289,88,41.65,9.908,,,7,TRUE,1,US0060
19565971,28184326,7301,PADUCAH,73,MCCRACKEN,21,,3260 US60,3260,,US60,,,,42001,,KY,37.05037235,37,3.022,-88.56683727,88,34.01,17.434,,,6,TRUE,1,US0060
19568174,28187251,7301,PADUCAH,73,MCCRACKEN,8,,KOHLS,5191,,US60,,,,42001,,KY,37.07404083,37,4.442,-88.69691619,88,41.815,9.536,,,7,TRUE,1,US0060
19568179,28187256,7301,PADUCAH,73,MCCRACKEN,18,,DUI/COLLISION AT TACO JOHNS,2201,,BRIDGE,ST,,,42003,,KY,37.05737587,37,3.443,-88.58200776,88,34.92,0.039,,,6,TRUE,1,KY0284
19568180,28187257,7301,PADUCAH,73,MCCRACKEN,13,,US60,,,US60,,,,42001,,KY,37.08068272,37,4.841,-88.63573997,88,38.144,13.383,,,3,TRUE,1,US0060
19568181,28187258,7301,PADUCAH,73,MCCRACKEN,20,,ELMWOOD COURT,2324,,OHIO,ST,,,42001,,KY,37.06961847,37,4.177,-88.6210398,88,37.262,0.947,,,4,TRUE,1,
19568183,28187260,7301,PADUCAH,73,MCCRACKEN,20,,2207 WEST PARK,2207,W,PARK,DR,,,42001,,KY,37.06903669,37,4.142,-88.69644138,88,41.786,0.723,,,7,TRUE,1,
19574678,28195395,7301,PADUCAH,73,MCCRACKEN,20,,200 ELLA DR,200,,ELLA,DR,1,,42003,,KY,37.06142646,37,3.686,-88.58730512,88,35.238,0.114,,,6,TRUE,1,
19574679,28195396,7301,PADUCAH,73,MCCRACKEN,20,,129 CLEMENTS ST,129,,CLEMENTS,ST,B,,42003,,KY,37.0677622,37,4.066,-88.58358367,88,35.015,0.361,,,6,TRUE,1,
19574680,28195397,7301,PADUCAH,73,MCCRACKEN,20,,1310 S 9TH ST,1310,S,9TH,ST,,,42003,,KY,37.07108512,37,4.265,-88.59605504,88,35.763,1.007,,,2,TRUE,1,
19574682,28195399,7301,PADUCAH,73,MCCRACKEN,20,,3212 MONROE ST,3212,,MONROE,ST,,,42001,,KY,37.07201175,37,4.321,-88.64040332,88,38.424,2.521,,,3,TRUE,1,
19578847,28200264,7301,PADUCAH,73,MCCRACKEN,9,,WALGREENS,501,,LONE OAK,RD,,,42001,,KY,37.06352524,37,3.812,-88.63928407,88,38.357,,,,5,TRUE,1,
19579306,28200799,7301,PADUCAH,73,MCCRACKEN,8,,WALMART 431,3220,,US60,,,,42003,,KY,37.05260773,37,3.156,-88.56869803,88,34.122,17.249,,,6,TRUE,1,US0060
19579307,28200800,7301,PADUCAH,73,MCCRACKEN,8,,WALMART 431,3220,,US60,,,,42003,,KY,37.05157703,37,3.095,-88.56798168,88,34.079,17.33,,,6,TRUE,1,US0060
19579313,28200806,7301,PADUCAH,73,MCCRACKEN,13,,ROADWAY IN FRONT OF MELLOW MUSHROOM,,,LABELLE,AVE,,,42001,,KY,37.07068837,37,4.241,-88.63806223,88,38.284,0.016,,,3,TRUE,1,
19579317,28200810,7301,PADUCAH,73,MCCRACKEN,21,,MELLOW MUSHROOM,3125,,BROADWAY,,,,42003,,KY,37.0713078,37,4.278,-88.63642073,88,38.185,0.109,,,3,TRUE,1,
19579319,28200812,7301,PADUCAH,73,MCCRACKEN,18,,IRVIN COBB,600,,BROADWAY,,,,42001,,KY,37.08553256,37,5.132,-88.60102668,88,36.062,2.294,,,2,TRUE,1,
19579323,28200816,7301,PADUCAH,73,MCCRACKEN,4,Property_Recovery,S 21ST ST,604,S,21ST,ST,,,42001,,KY,37.07104497,37,4.263,-88.61832852,88,37.1,0.043,,,4,TRUE,1,
19579325,28200818,7301,PADUCAH,73,MCCRACKEN,13,,BROOKS STADIUM DR,,,BROOKS STADIUM,DR,,,42003,,KY,37.06907465,37,4.144,-88.61739047,88,37.043,0.103,,,4,TRUE,1,
19579722,28201302,7301,PADUCAH,73,MCCRACKEN,20,,HIGHLAND TERRACE APTS,1110,,OLD FRIENDSHIP,RD,36,,42001,,KY,37.05092631,37,3.056,-88.66938244,88,40.163,0.214,,,5,TRUE,1,
19580017,28201659,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,413,,BROADWAY,,C,,42001,,KY,37.0866672,37,5.2,-88.59835858,88,35.902,2.461,,,1,TRUE,1,
19580917,28202802,7301,PADUCAH,73,MCCRACKEN,18,,2501 KENTUCKY AVE,2501,,US45 BUS,,,,42003,,KY,37.07362945,37,4.418,-88.62559643,88,37.536,0.228,,,4,TRUE,1,US0045X
19581181,28203187,7301,PADUCAH,73,MCCRACKEN,,,2600 H C MATHIS DR/FIVESTAR,2600,,H C MATHIS,DR,,,42001,,,37.083251,37,4.995,-88.6335688,88,38.014,11.039,,,3,,1,
19581182,28203188,7301,PADUCAH,73,MCCRACKEN,,,KROGER,3141,,PARK,AVE,,,42001,,,37.0836762,37,5.021,-88.6453834,88,38.723,12.736,,,3,,1,
19581287,28203344,7301,PADUCAH,73,MCCRACKEN,20,,1400 N 12TH ST,1400,N,12TH,ST,,,42001,,KY,37.09125168,37,5.475,-88.62040518,88,37.224,0.892,,,1,,1,
19581288,28203345,7301,PADUCAH,73,MCCRACKEN,20,,327 LONE OAK RD,327,,LONE OAK,RD,,,42001,,KY,37.06628938,37,3.977,-88.63852973,88,38.312,,,,5,FALSE,1,
19581289,28203346,7301,PADUCAH,73,MCCRACKEN,20,,WARREN RESIDENCE,1935,,JEFFERSON,ST,,,42001,,KY,37.07879278,37,4.728,-88.62148378,88,37.289,1.635,,,1,TRUE,1,
19595555,28218573,7301,PADUCAH,73,MCCRACKEN,20,,312 ASHCRAFT AVE,312,,ASHCRAFT,AVE,,,42003,,KY,37.06155304,37,3.693,-88.58325331,88,34.995,0.115,,,6,TRUE,1,
19595557,28218575,7301,PADUCAH,73,MCCRACKEN,8,,KOHLS,5191,,US60,,,,42001,,KY,37.07358775,37,4.415,-88.69734571,88,41.841,9.693,,,7,TRUE,1,US0060
19595557,28218576,7301,PADUCAH,73,MCCRACKEN,8,,KOHLS,5191,,US60,,,,42001,,KY,37.07358775,37,4.415,-88.69734571,88,41.841,9.693,,,7,,4,US0060
19595561,28218580,7301,PADUCAH,73,MCCRACKEN,,,NOBLE PARK ENTRANCE,,,US60,,,,42001,,KY,37.08354704,37,5.013,-88.63743515,88,38.246,13.173,,,3,TRUE,1,US0060
19596146,28219235,7301,PADUCAH,73,MCCRACKEN,,,CARDINAL LANES,816,,JOE CLIFTON,DR,,,42001,,,37.0823784,37,4.943,-88.6367458,88,38.205,13.259,,,3,,1,US0060
19596435,28219572,7301,PADUCAH,73,MCCRACKEN,,,ROMERO-TOMAS RESIDENCE,701,,28TH LOT 14,ST,,CS1323,42003,,,37.0672397,37,4.034,-88.6272133,88,37.633,0.071,,,4,,1,
19596822,28219986,7301,PADUCAH,73,MCCRACKEN,,,PADUCAH BANK,2635,,LONE OAK,RD,,,42003,,,37.0408535,37,2.451,-88.6600684,88,39.604,7.11,,,5,,1,US0045
19596825,28219988,7301,PADUCAH,73,MCCRACKEN,,,715 S 22ND ST,715,,22ND,ST,9,CS1314,42003,,,37.0701783,37,4.211,-88.6190999,88,37.146,0.149,,,4,,1,
19597060,28220239,7301,PADUCAH,73,MCCRACKEN,,,CPLANT FEDERAL CREDIT UNION,3201,,WAYNE SULLIVAN,DR,,,42002,,,37.0554949,37,3.33,-88.5664202,88,33.985,4.6,,,6,,1,US0060X
19597064,28220243,7301,PADUCAH,73,MCCRACKEN,,,RIVIERA APARTMENTS,3001,,CLAY,ST,1,CS1011,42001,,,37.0774661,37,4.648,-88.6368305,88,38.21,0.31,,,3,,1,
19597065,28220244,7301,PADUCAH,73,MCCRACKEN,,,RAGAN RESIDENCE,702,,23RD,ST,A,CS1252,42001,,,37.0835249,37,5.011,-88.6283738,88,37.702,0.293,,,3,,1,
19597066,28220245,7301,PADUCAH,73,MCCRACKEN,,,1603 PARK AVE,1603,,PARK,AVE,,,42001,,,37.0856013,37,5.136,-88.6195971,88,37.176,1.065,,,1,,1,US0060X
19597388,28220592,7301,PADUCAH,73,MCCRACKEN,,,YOUNG RESIDENCE,3128,,TRIMBLE,ST,2,CS1225,42001,,,37.0762525,37,4.575,-88.6424914,88,38.549,0.006,,,3,,1,
19597390,28220594,7301,PADUCAH,73,MCCRACKEN,,,TAPPS AUTO SALES,2161,,IRVIN COBB,DR,,,42003,,,37.0570042,37,3.42,-88.5856227,88,35.137,16.135,,,6,,1,US0060
19597392,28220596,7301,PADUCAH,73,MCCRACKEN,,,ATHERTON RESIDENCE,1927,,HENDRICKS,ST,,CS1413,42001,,,37.0623683,37,3.742,-88.5876407,88,35.258,0.042,,,6,,1,
19604466,28228413,7301,PADUCAH,73,MCCRACKEN,,,208 ASHBROOK AVE/ MASON RESIDENCE,208,,ASHBROOK,AVE,,CS1430,42003,,,37.0652777,37,3.917,-88.5834424,88,35.007,0.009,,,6,,1,
19606220,28230543,7301,PADUCAH,73,MCCRACKEN,25,,711 N 6TH ST,711,N,6TH,ST,,,42001,,KY,37.09298293,37,5.579,-88.60515391,88,36.309,0.707,,,1,TRUE,1,
19606223,28230546,7301,PADUCAH,73,MCCRACKEN,8,,WALMART 431,3220,,US60,,,,42003,,KY,37.05111485,37,3.067,-88.56755776,88,34.053,17.37,,,6,TRUE,1,US0060
19606224,28230547,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07669474,37,4.602,-88.68624662,88,41.175,10.364,,,7,TRUE,1,US0060
19606225,28230548,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07606845,37,4.564,-88.68856838,88,41.314,10.212,,,7,TRUE,1,US0060
19607063,28231646,7301,PADUCAH,73,MCCRACKEN,,,HOLLAND RESIDENCE,2927,,OHIO,ST,,,42001,,KY,37.06642521,37,3.986,-88.6288667,88,37.732,1.432,,,4,TRUE,1,
19610759,28236356,7301,PADUCAH,73,MCCRACKEN,,,HAYMES/REED RESIDENCE,2250,,ROCK CREEK,CIR,,CS1068,42001,,,37.0477059,37,2.862,-88.6644959,88,39.87,0.176,,,5,,1,
19612000,28238070,7301,PADUCAH,73,MCCRACKEN,8,,DILLARDS,5101,,US60,,,,42001,,KY,37.07616523,37,4.57,-88.68814271,88,41.289,10.201,,,7,TRUE,1,US0060
19612001,28238071,7301,PADUCAH,73,MCCRACKEN,9,,WALGREENS,521,,US45,,,,42001,,KY,37.06361991,37,3.817,-88.6385516,88,38.313,9.17,,,5,TRUE,1,US0045
19612214,28238353,7301,PADUCAH,73,MCCRACKEN,,,CLARKS RIVER RD,,,CLARKS RIVER,RD,,,42001,,KY,37.04809027,37,2.885,-88.56269307,88,33.762,17.718,,,6,TRUE,1,US0060
19612411,28238645,7301,PADUCAH,73,MCCRACKEN,,,ALLEY BEHIND RESIDENCE,2977,,JEFFERSON,ST,,CS1004,42001,,,37.0732274,37,4.394,-88.6352583,88,38.115,2.494,,,3,,1,
19615754,28242814,7301,PADUCAH,73,MCCRACKEN,20,,MERCEDES WARD APARTMENT,706,,BOYD,ST,8,,42001,,KY,37.09391646,37,5.635,-88.6087416,88,36.524,0.437,,,1,TRUE,1,
19617099,28244535,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,811,N,9TH,ST,,CS1027,42001,,,37.0910579,37,5.463,-88.6091144,88,36.547,0.248,,,1,,1,
19618872,28246570,7301,PADUCAH,73,MCCRACKEN,,,KOHL'S,5191,,US60,,,,42001,,KY,37.07323208,37,4.394,-88.69825283,88,41.895,9.67,,,7,TRUE,1,US0060
19618873,28246571,7301,PADUCAH,73,MCCRACKEN,,,STRICKLAND SEAFOOD REST.,548,,KY731,,,,42001,,KY,37.07614632,37,4.569,-88.6425177,88,38.551,0.911,,,3,TRUE,1,KY0731
19618874,28246572,7301,PADUCAH,73,MCCRACKEN,,,STRICKLAND SEAFOOD REST.,548,,KY731,,,,42001,,KY,37.07614632,37,4.569,-88.6425177,88,38.551,0.911,,,3,,1,KY0731
19618875,28246573,7301,PADUCAH,73,MCCRACKEN,20,,2991 CLAY ST,2991,,CLAY,ST,39,,42001,,KY,37.07674116,37,4.604,-88.63847849,88,38.309,0.206,,,3,TRUE,1,
19618878,28246576,7301,PADUCAH,73,MCCRACKEN,20,,VIRGINIA ST,2907,,VIRGINIA,ST,,,42003,,KY,37.06105462,37,3.663,-88.62022467,88,37.213,0.165,,,4,TRUE,1,
19618880,28246578,7301,PADUCAH,73,MCCRACKEN,7,Plot,PILOT GAS STATION,5353,,CAIRO,RD,,,42001,,KY,37.0970833,37,5.825,-88.69152382,88,41.491,8.386,,,7,TRUE,1,KY0305
19618882,28246580,7301,PADUCAH,73,MCCRACKEN,,,BLACK OAKS FALCONITE APARTMENTS,2801,,JEFFERSON,ST,32,,42001,,KY,37.07443853,37,4.466,-88.63184422,88,37.911,2.279,,,3,TRUE,1,
19618915,28246619,7301,PADUCAH,73,MCCRACKEN,,,JAIL ANNEX,,,7TH,ST,,CS1021,42003,,,37.082154,37,4.929,-88.5998721,88,35.992,0.236,,,2,,1,
19619142,28246861,7301,PADUCAH,73,MCCRACKEN,,,BARNETT ST AND S. 24TH,,,BARNETT,ST,,CS1327,42001,,,37.0658333,37,3.95,-88.6211803,88,37.271,0.083,,,4,,1,
19625318,28254031,7301,PADUCAH,73,MCCRACKEN,,,SCHOLAR HOUSE,1035,,OLD N FRIENDSHIP RD #101,,,CR1016,42001,,,37.0498095,37,2.989,-88.6659486,88,39.957,0.397,,,5,,1,
19625319,28254032,7301,PADUCAH,73,MCCRACKEN,,,ERICKSON RESIDENCE,30,,MARTIN,CIR,,CS1058,42001,,,37.0501179,37,3.007,-88.6548674,88,39.292,0.102,,,5,,1,
19627611,28256677,7301,PADUCAH,73,MCCRACKEN,,,ROOF BBROTHERS,3145,,US60,,,,42001,,KY,37.08372504,37,5.024,-88.6480549,88,38.883,12.587,,,,TRUE,1,US0060
19628631,28258032,7301,PADUCAH,73,MCCRACKEN,3,Arrest,BRICKHOUSE,901,N,9TH,ST,,,42001,,KY,37.09109143,37,5.465,-88.61114597,88,36.669,0.136,,,1,TRUE,1,
19628638,28258038,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,4265,,FORREST,CV,,,42001,,KY,37.0665297,37,3.992,-88.65693732,88,39.416,0.041,,,3,TRUE,1,
19628642,28258042,7301,PADUCAH,73,MCCRACKEN,9,,WESTERN BAPTIST HOSPITAL,2501,,US45 BUS,,,,42001,,KY,37.0723521,37,4.341,-88.62745734,88,37.647,0.138,,,4,TRUE,1,US0045X
19628646,28258046,7301,PADUCAH,73,MCCRACKEN,18,,LONE OAK ROAD/BERGER ROAD,,,US45,,,,42001,,KY,37.06076496,37,3.646,-88.63949426,88,38.37,8.894,,,5,TRUE,1,US0045
19633261,28263551,7301,PADUCAH,73,MCCRACKEN,13,,709 N 7TH ST APT 1,709,N,7TH,ST,1,,42001,,KY,37.09290972,37,5.575,-88.6071087,88,36.427,0.521,,,1,TRUE,1,
19633331,28263644,7301,PADUCAH,73,MCCRACKEN,20,,3242 MONROE ST,3242,,MONROE,ST,,,42001,,KY,37.07185969,37,4.312,-88.6410945,88,38.466,2.559,,,3,TRUE,1,
19636223,28267193,7301,PADUCAH,73,MCCRACKEN,,,MCDONALDS,2627,,JACKSON,ST,,,42003,,,37.0687809,37,4.127,-88.6261887,88,37.571,13.5,,,4,,1,US0060
19641577,28273651,7301,PADUCAH,73,MCCRACKEN,14,,PEAR TREE INN,5006,,US60,,,,42001,,KY,37.07761302,37,4.657,-88.68327768,88,40.997,10.532,,,7,TRUE,1,US0060
19643666,28276302,7301,PADUCAH,73,MCCRACKEN,13,,STOLEN VEHICLE TRAFFIC STOP,2429,,BRIDGE,ST,,,42003,,KY,37.0530807,37,3.185,-88.57642347,88,34.585,0.462,,,6,TRUE,1,KY0284
19643667,28276303,7301,PADUCAH,73,MCCRACKEN,8,,JV SHOPLIFTING AT SOUTHSIDE WAL-MART,3220,,US60,,,,42003,,KY,37.05259968,37,3.156,-88.56872693,88,34.124,17.248,,,6,TRUE,1,US0060
19643673,28276308,7301,PADUCAH,73,MCCRACKEN,21,,S 28TH ST,,S,28TH,ST,,,42003,,KY,37.06810693,37,4.086,-88.6279458,88,37.677,0.007,,,4,TRUE,1,
19643674,28276309,7301,PADUCAH,73,MCCRACKEN,12,,WALMART SUPERCENTER SOUTH,3220,,US60,,,,42003,,KY,37.05244993,37,3.147,-88.56863335,88,34.118,17.26,,,6,TRUE,1,US0060
19643676,28276311,7301,PADUCAH,73,MCCRACKEN,13,,TRAFFIC STOP ON BRIDGE STREET,,,BRIDGE,ST,,,42003,,KY,37.05912637,37,3.548,-88.58351926,88,35.011,0.611,,,6,TRUE,1,
19643680,28276314,7301,PADUCAH,73,MCCRACKEN,14,,THRIFTY INN,5002,,US60,,,,42001,,KY,37.07749847,37,4.65,-88.68350584,88,41.01,10.528,,,7,TRUE,1,US0060
19643854,28276528,7301,PADUCAH,73,MCCRACKEN,18,,2234 ROCK CREEK CIR,2234,,ROCK CREEK,CIR,,,42003,,KY,37.04875007,37,2.925,-88.66427511,88,39.857,0.102,,,5,TRUE,1,
19643966,28276671,7301,PADUCAH,73,MCCRACKEN,,,FIVE STAR,2600,,H C MATHIS,DR,,,42001,,,37.0834227,37,5.005,-88.6335199,88,38.011,11.051,,,3,,1,US0045
19645663,28278927,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,3220,,US60,,,,42003,,KY,37.05279681,37,3.168,-88.56896261,88,34.138,17.229,,,6,TRUE,1,US0060
19645664,28278928,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07603129,37,4.562,-88.68862061,88,41.317,10.214,,,7,TRUE,1,US0060
19645665,28278929,7301,PADUCAH,73,MCCRACKEN,24,,LOWES 0465,5176,,US60,,,,42001,,KY,37.07535176,37,4.521,-88.69083073,88,41.45,10.095,,,7,TRUE,1,US0060
19645666,28278930,7301,PADUCAH,73,MCCRACKEN,8,,WALMART 431 SOUTH,3220,,US60,,,,42003,,KY,37.05297421,37,3.178,-88.56903705,88,34.142,17.217,,,6,TRUE,1,US0060
19645667,28278931,7301,PADUCAH,73,MCCRACKEN,8,,WALMART 431,3220,,US60,,,,42003,,KY,37.05239563,37,3.144,-88.56848678,88,34.109,17.267,,,6,TRUE,1,US0060
19645691,28278957,7301,PADUCAH,73,MCCRACKEN,20,,318B S 27TH ST,318,S,27TH,ST,B,,42001,,KY,37.07138272,37,4.283,-88.62793339,88,37.676,0.201,,,4,TRUE,1,
19646168,28279597,7301,PADUCAH,73,MCCRACKEN,20,,IRVIN COBB APARTMENTS,600,,BROADWAY,,,,42001,,KY,37.08570953,37,5.143,-88.60067597,88,36.041,2.316,,,,TRUE,1,
19647667,28281235,7301,PADUCAH,73,MCCRACKEN,,,PADUCAH FIRE DEPARTMENT TRAINING FACILITY,1301,N,6TH,ST,,,42001,,KY,37.09753766,37,5.852,-88.61520117,88,36.912,0.056,,,1,TRUE,1,
19650689,28284986,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE OF SUSPECT/VICTIM,1933,,GUTHRIE,AVE,2,,42001,,KY,37.07208466,37,4.325,-88.61283791,88,36.77,0.198,,,4,TRUE,1,
19655608,28290967,7301,PADUCAH,73,MCCRACKEN,13,,S 22ND ST,,S,22ND,ST,,,42003,,KY,37.06989282,37,4.194,-88.61833699,88,37.1,0.195,,,4,TRUE,1,
19655611,28290970,7301,PADUCAH,73,MCCRACKEN,13,,RESIDENCE,2845,,TRIMBLE,ST,,,42001,,KY,37.07912248,37,4.747,-88.63563064,88,38.138,0.437,,,3,TRUE,1,
19655613,28290972,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07599595,37,4.56,-88.68872557,88,41.324,10.215,,,7,TRUE,1,US0060
19655982,28291392,7301,PADUCAH,73,MCCRACKEN,20,,303 FOUNTAIN AVE,303,,FOUNTAIN,AVE,,,42001,,KY,37.08100648,37,4.86,-88.6189053,88,37.134,0.324,,,1,TRUE,1,
19656173,28291634,7301,PADUCAH,73,MCCRACKEN,20,,DOMESTIC ON KINKEAD STREEET,432,,KINKHEAD,ST,,,42003,,KY,37.06332573,37,3.8,-88.58926103,88,35.356,0.1,,,6,TRUE,1,
19656175,28291636,7301,PADUCAH,73,MCCRACKEN,13,,ALABAMA ST,,,ALABAMA,ST,,,42003,,KY,37.0620868,37,3.725,-88.6162587,88,36.976,0.454,,,4,TRUE,1,
19657021,28292717,7301,PADUCAH,73,MCCRACKEN,,,TWINKLING STAR BAR AND GRILL,3100,,BROADWAY,,,CS1003,42001,,,37.0713703,37,4.282,-88.635915,88,38.155,0.134,,,5,,1,
19657022,28292718,7301,PADUCAH,73,MCCRACKEN,,,ARMIJO RESIDENCE,1723,,HARRISON,ST,,CS1009,42001,,,37.0863782,37,5.183,-88.6115529,88,36.693,0.755,,,1,,1,
19664138,28301097,7301,PADUCAH,73,MCCRACKEN,20,,HOLIDAY HOUSE,2845,,TRIMBLE,ST,21,,42001,,KY,37.07902423,37,4.741,-88.63591711,88,38.155,0.394,,,3,TRUE,1,
19676458,28318648,7301,PADUCAH,73,MCCRACKEN,,,TRENDY REPEATS,2193,,BRIDGE,ST,,CS1025,42001,,,37.0580574,37,3.483,-88.5826961,88,34.962,0.699,,,6,,1,
19676463,28318653,7301,PADUCAH,73,MCCRACKEN,20,,610 A-8 CALDWELL ST,,,CALDWELL,ST,,,42001,,KY,37.07510139,37,4.506,-88.59442013,88,35.665,0.182,,,2,TRUE,1,
19676464,28318654,7301,PADUCAH,73,MCCRACKEN,9,,FOUR RIVER RESEARCH CENTER,225,,MEDICAL CENTER,DR,,,42001,,KY,37.05369363,37,3.222,-88.64331534,88,38.599,0.135,,,5,TRUE,1,
19676643,28318837,7301,PADUCAH,73,MCCRACKEN,14,,COUNTRY HEARTH INN,727,,US45,,130,,42001,,KY,37.08024827,37,4.815,-88.63555339,88,38.133,10.706,,,3,TRUE,1,US0045
19676647,28318841,7301,PADUCAH,73,MCCRACKEN,20,,521 FOUNTAIN AVE,521,,FOUNTAIN,AVE,,,42001,,KY,37.0836001,37,5.016,-88.6205762,88,37.235,0.055,,,1,TRUE,1,
19676649,28318843,7301,PADUCAH,73,MCCRACKEN,5,,THE TAYLOR GROUP,1574,,JEFFERSON,ST,,,42001,,KY,37.08115226,37,4.869,-88.61512431,88,36.907,1.253,,,3,TRUE,1,
19676663,28318860,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,I1,,42001,,KY,37.08059035,37,4.835,-88.6397245,88,38.383,0.199,,,3,TRUE,1,
19676723,28318936,7301,PADUCAH,73,MCCRACKEN,,,IRVIN COBB APARTMENTS,600,,BROADWAY,,606,CS1003,42001,,,37.085646,37,5.139,-88.6008375,88,36.05,2.307,,,2,,1,
19677120,28319340,7301,PADUCAH,73,MCCRACKEN,,,LISENBEE RESIDENCE,2612,,OLD MAYFIELD,RD,,,42001,,,37.063465,37,3.808,-88.6137127,88,36.823,9.147,,,4,,1,
19695558,28347809,7301,PADUCAH,73,MCCRACKEN,8,,DOLLAR GENERAL,2320,,BELTLINE,HWY,,,42003,,KY,37.07019726,37,4.212,-88.6206841,88,37.241,13.818,,,4,TRUE,1,US0060
19695604,28347865,7301,PADUCAH,73,MCCRACKEN,,,PENN STATION,3215,,IRVIN COBB,DR,104,,42003,,,37.0547786,37,3.287,-88.5711988,88,34.272,17.04,,,6,,1,US0060
19697765,28350640,7301,PADUCAH,73,MCCRACKEN,20,,1507 JEFFERSON ST,1507,,JEFFERSON,ST,,,42001,,KY,37.08129717,37,4.878,-88.61467915,88,36.881,1.227,,,1,TRUE,1,
19697767,28350642,7301,PADUCAH,73,MCCRACKEN,20,,1720 MONROE ST RESIDENCE,1720,,MONROE,ST,,,42001,,KY,37.08067149,37,4.84,-88.61912857,88,37.148,1.448,,,1,TRUE,1,
19697770,28350645,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,1732,,10TH,ST,,CS1028,42001,,,37.0934987,37,5.61,-88.6198187,88,37.189,0.926,,,1,,1,
19697771,28350646,7301,PADUCAH,73,MCCRACKEN,,,HUCKS,3025,,OLIVET CHURCH,RD,,,42001,,,37.0735048,37,4.41,-88.6996318,88,41.978,2.363,,,7,,1,
19697772,28350647,7301,PADUCAH,73,MCCRACKEN,,,2600 H C MATHIS DR/FIVESTAR,2600,,H C MATHIS,DR,,,42001,,,37.083251,37,4.995,-88.6335688,88,38.014,11.039,,,3,,1,
19697773,28350648,7301,PADUCAH,73,MCCRACKEN,,,KROGER,3141,,PARK,AVE,,,42001,,,37.0836762,37,5.021,-88.6453834,88,38.723,12.736,,,3,,1,
19713566,28367712,7301,PADUCAH,73,MCCRACKEN,20,,117 N 9TH ST,117,N,9TH,ST,R,,42001,,KY,37.08442328,37,5.065,-88.60442371,88,36.265,0.773,,,1,TRUE,1,
19713567,28367713,7301,PADUCAH,73,MCCRACKEN,20,,5245 OGILVIE AVE,5245,,OGILVIE,AVE,,,42001,,KY,37.06115754,37,3.669,-88.67075383,88,40.245,0.14,,,5,TRUE,1,
19714354,28368654,7301,PADUCAH,73,MCCRACKEN,13,,S 22ND ST,,S,22ND,ST,,,42003,,KY,37.06979313,37,4.188,-88.61831296,88,37.099,0.199,,,4,TRUE,1,
19714481,28368806,7301,PADUCAH,73,MCCRACKEN,23,,US60,,,US60,,,,42003,,KY,37.06954506,37,4.173,-88.62427674,88,37.457,13.615,,,4,TRUE,1,US0060
