incidentid,LocationID,CityCde,CityName,CountyCde,COUNTYNAMETXT,LocationTypeCde,LocationTypeDesc,LocDescription,LocStreetNumber,LocStreetDir,LocStreetName,LocStreetSfx,LocAptNumber,LocalRdwyNumber,LocZip,LocZipExtension,StateCde,LatDecimal,LatDegrees,LatMinutes,LongDecimal,LongDegrees,LongMinutes,MilePointNumber,DirFromCityCde,MilesFromCity,Sector,InCityLimits,IncidentLocationTypeCde,RdwyNumber
18983787,27484568,7301,PADUCAH,73,MCCRACKEN,20,,WAYNECATH APTS,3700,,US60,,9,,42001,,KY,37.08199061,37,4.919,-88.66941427,88,40.165,11.378,,,3,TRUE,1,US0060
18986132,27487207,7301,PADUCAH,73,MCCRACKEN,6,Home,DOLLAR GENERAL,2320,,BELTLINE,HWY,,,42001,,KY,37.07017987,37,4.211,-88.62014562,88,37.209,13.847,,,4,TRUE,1,US0060
18986132,27487208,7301,PADUCAH,73,MCCRACKEN,7,Plot,DOLLAR GENERAL,2320,,BELTLINE,HWY,,,42001,,KY,37.07017987,37,4.211,-88.62014562,88,37.209,13.847,,,4,TRUE,4,US0060
18986152,27487228,7301,PADUCAH,73,MCCRACKEN,,,FAMILY DOLLAR STORE,715,,JOE CLIFTON,DR,,,42001,,,37.0795062,37,4.77,-88.6349814,88,38.099,10.738,,,3,,1,US0045
18986153,27487229,7301,PADUCAH,73,MCCRACKEN,,,IRVIN COBB DR/BROAD ST,,,IRVIN COBB,DR,,,42003,,,37.0608284,37,3.65,-88.5949225,88,35.695,15.556,,,6,,1,US0060
18986154,27487230,7301,PADUCAH,73,MCCRACKEN,,,N 13TH ST,,N,13TH,ST,,CS1239,42001,,,37.0910879,37,5.465,-88.6278444,88,37.671,0.397,,,1,,1,
18986155,27487231,7301,PADUCAH,73,MCCRACKEN,,,WALMART,3220,,IRVIN COBB,DR,,,42003,,,37.053254,37,3.195,-88.56919,88,34.151,17.195,,,6,,1,US0060
18986868,27488069,7301,PADUCAH,73,MCCRACKEN,,,N 7TH ST,811,,7TH,ST,5,CS1022,42001,,,37.0935609,37,5.614,-88.6086129,88,36.517,0.615,,,1,,1,
18987117,27488374,7301,PADUCAH,73,MCCRACKEN,8,,WAL-MART WEST,5130,,US60,,,,42001,,KY,37.07631202,37,4.579,-88.68813535,88,41.288,10.339,,,7,TRUE,1,US0060
18987762,27489108,7301,PADUCAH,73,MCCRACKEN,21,,OLD COKE PLANT,3121,,BROADWAY,,,,42001,,KY,37.07077305,37,4.246,-88.63742389,88,38.245,0.041,,,5,TRUE,1,
18987846,27489192,7301,PADUCAH,73,MCCRACKEN,11,,PADUCAH POLIC DEPARTMENT,1400,,BROADWAY,,,,42002,,KY,37.08086573,37,4.852,-88.61255054,88,36.753,1.581,,,2,TRUE,1,
18994085,27496274,7301,PADUCAH,73,MCCRACKEN,25,,AT&T,2809,,US45,,,,42001,,KY,37.04077112,37,2.446,-88.66040493,88,39.624,7.095,,,5,TRUE,1,US0045
18995035,27497536,7301,PADUCAH,73,MCCRACKEN,20,,SUSPECTS AND VICTIMS RESIDENCE,5037,,HILL,TER,,,42001,,KY,37.05972889,37,3.584,-88.6681467,88,40.089,0.348,,,5,TRUE,1,
19007564,27516532,7301,PADUCAH,73,MCCRACKEN,,,DAMERON RESIDENCE,1025,,LINCOLN,AVE,,CS1370,42003,,,37.0667734,37,4.006,-88.6116459,88,36.699,0.108,,,4,,1,
19007574,27516546,7301,PADUCAH,73,MCCRACKEN,,,1902 HARRISON ST,1902,,HARRISON,ST,a,CS1009,42001,,,37.0820688,37,4.924,-88.6224884,88,37.349,1.351,,,1,,1,
19007799,27516960,7301,PADUCAH,73,MCCRACKEN,8,,SHOPLIFTING/PROMOTING CONTRABAND,3220,,US60,,,,42003,,KY,37.05274518,37,3.165,-88.56885226,88,34.131,17.236,,,6,TRUE,1,US0060
19007802,27516964,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,1608,,LITTLE,AVE,,,42003,,KY,37.06281517,37,3.769,-88.60307699,88,36.185,0.377,,,2,TRUE,1,
19016851,27530640,7301,PADUCAH,73,MCCRACKEN,,,WALMART 431,3220,,US60,,,,42003,,KY,37.05434009,37,3.26,-88.57022027,88,34.213,17.12,,,,TRUE,1,US0060
19016854,27530643,7301,PADUCAH,73,MCCRACKEN,8,,US 60 BUSINESS,3220,,US60 BUS,,,,42001,,KY,37.08334702,37,5.001,-88.63425642,88,38.055,0.167,,,6,TRUE,1,US0060X
19018951,27533161,7301,PADUCAH,73,MCCRACKEN,18,,ASSAULT AT MCDONALDS,3955,,US60,,,,42001,,KY,37.07961746,37,4.777,-88.67727397,88,40.636,10.909,,,7,TRUE,1,US0060
19018953,27533163,7301,PADUCAH,73,MCCRACKEN,8,,2197 BRIDGE ST - FAMILY DOLLAR,2197,,BRIDGE,ST,,,42003,,KY,37.05834982,37,3.501,-88.5830156,88,34.981,0.628,,,6,TRUE,1,
19018953,27533164,7301,PADUCAH,73,MCCRACKEN,8,,2197 BRIDGE ST - FAMILY DOLLAR,2197,,BRIDGE,ST,,,42003,,KY,37.05834982,37,3.501,-88.5830156,88,34.981,0.628,,,6,TRUE,4,
19018953,27533165,7301,PADUCAH,73,MCCRACKEN,8,,2197 BRIDGE ST - FAMILY DOLLAR,2197,,BRIDGE,ST,,,42003,,KY,37.05834982,37,3.501,-88.5830156,88,34.981,0.628,,,6,TRUE,4,
19018953,27533166,7301,PADUCAH,73,MCCRACKEN,8,,2197 BRIDGE ST - FAMILY DOLLAR,2197,,BRIDGE,ST,,,42003,,KY,37.05834982,37,3.501,-88.5830156,88,34.981,0.628,,,6,TRUE,4,
19018954,27533167,7301,PADUCAH,73,MCCRACKEN,20,,3020 CLAY ST,3020,,CLAY,ST,8,,42001,,KY,37.07575756,37,4.545,-88.6408133,88,38.449,0.06,,,3,TRUE,1,
19018957,27533170,7301,PADUCAH,73,MCCRACKEN,20,,1323 ATKINS AVE,1323,,ATKINS,AVE,,,42001,,KY,37.09107312,37,5.464,-88.63138996,88,37.883,0.102,,,1,TRUE,1,
19018958,27533171,7301,PADUCAH,73,MCCRACKEN,18,,WALMART PARKING LOT,3220,,US60,,,,42001,,KY,37.05156836,37,3.094,-88.56756093,88,34.054,17.342,,,6,TRUE,1,US0060
19018959,27533172,7301,PADUCAH,73,MCCRACKEN,21,,TACO BELL,1525,,US45,,,,42001,,KY,37.05295729,37,3.177,-88.64823444,88,38.894,8.176,,,5,TRUE,1,US0045
19019055,27533287,7301,PADUCAH,73,MCCRACKEN,,,SMOKE SHOP #2,2300,,8TH,ST,,,42001,,,37.0982107,37,5.893,-88.6298554,88,37.791,4.347,,,1,,1,US0045X
19019486,27533835,7301,PADUCAH,73,MCCRACKEN,,,KENTUCKY TOBACCO OUTLET,3821,,US60,,,,42001,,KY,37.08089553,37,4.854,-88.67328078,88,40.397,11.154,,,3,TRUE,1,US0060
19019493,27533842,7301,PADUCAH,73,MCCRACKEN,,,MCDONALDS,2627,,JACKSON,ST,,,42001,,,37.0687109,37,4.123,-88.6263032,88,37.578,13.492,,,4,,1,
19019608,27533978,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,1420,,FRIEDMAN,LN,,CS1134,42001,,,37.0790987,37,4.746,-88.6730222,88,40.381,0.122,,,7,,1,
19020176,27534689,7301,PADUCAH,73,MCCRACKEN,,,CHANDLER RESIDENCE,1001,,BOYD,ST,,CS1287,42001,,,37.0902117,37,5.413,-88.6114606,88,36.688,0.14,,,1,,1,
19027312,27543061,7301,PADUCAH,73,MCCRACKEN,8,,SHOPLIFTING AT SOUTHSIDE WAL-MART,3220,,US60,,,,42003,,KY,37.05276163,37,3.166,-88.56886385,88,34.132,17.234,,,6,TRUE,1,US0060
19027313,27543062,7301,PADUCAH,73,MCCRACKEN,13,,CRIMINAL MISCHIEF ON ASHBROOK AVE,234,,ASHBROOKE,AVE,,,42003,,KY,37.06493964,37,3.896,-88.58369306,88,35.022,0.036,,,6,TRUE,1,
19027315,27543064,7301,PADUCAH,73,MCCRACKEN,24,,HOOPERS,219,,BROADWAY,,,,42001,,KY,37.08754189,37,5.253,-88.5960626,88,35.764,0.043,,,1,TRUE,1,KY3238
19034914,27552407,7301,PADUCAH,73,MCCRACKEN,,,826 STARKE AVE,826,,STARKE,AVE,,CS1381,42003,,,37.0560206,37,3.361,-88.6189095,88,37.135,0.009,,,4,,1,
19034919,27552412,7301,PADUCAH,73,MCCRACKEN,,,1607 N 11TH ST,1607,,11TH,ST,,CS1268,42001,,,37.0929163,37,5.575,-88.6242915,88,37.457,1.196,,,1,,1,
19034934,27552430,7301,PADUCAH,73,MCCRACKEN,,,REGIONS BANK,100,,4TH,ST,,,42001,,,37.0862143,37,5.173,-88.5977013,88,35.862,2.075,,,2,,1,US0045X
19036017,27553818,7301,PADUCAH,73,MCCRACKEN,,,N 26TH ST/PARK AVE,,,26TH,ST,,CS1245,42001,,,37.0836223,37,5.017,-88.6321618,88,37.93,0.307,,,1,,1,
19037276,27555209,7301,PADUCAH,73,MCCRACKEN,8,,2440 US45,2440,,US45,,,,42001,,KY,37.04363616,37,2.618,-88.65576854,88,39.346,,,,5,TRUE,1,US0045
19037277,27555210,7301,PADUCAH,73,MCCRACKEN,20,,936 H C MATHIS DR,936,,H C MATHIS,DR,,,42001,,KY,37.08744906,37,5.247,-88.63320437,88,37.992,11.333,,,1,TRUE,1,US0045
19040477,27559215,7301,PADUCAH,73,MCCRACKEN,,,CLARKS RIVER RD,3712,,CLARKS RIVER,RD,,,42003,,,37.0476631,37,2.86,-88.560914,88,33.655,17.82,,,6,,1,US0060
19040478,27559216,7301,PADUCAH,73,MCCRACKEN,,,PARK AVE/HC MATHIS DR,,,PARK,AVE,,,42001,,,37.0834165,37,5.005,-88.634519,88,38.071,0.155,,,3,,1,US0060X
19040479,27559217,7301,PADUCAH,73,MCCRACKEN,,,2700 W PARK DR,,,PARK,DR,,CS1076,42001,,,37.0719982,37,4.32,-88.698043,88,41.883,0.098,,,7,,1,
19041035,27559877,7301,PADUCAH,73,MCCRACKEN,20,,S 7TH ST,1234,S,7TH,ST,,,42001,,KY,37.08470619,37,5.082,-88.60147803,88,36.089,0.039,,,,TRUE,1,
19041037,27559879,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,3220,,US60,,,,42001,,KY,37.05118025,37,3.071,-88.56760075,88,34.056,17.365,,,6,TRUE,1,US0060
19041041,27559883,7301,PADUCAH,73,MCCRACKEN,,,5101 US60,5101,,US60,,,,42001,,KY,37.07649078,37,4.589,-88.68747381,88,41.248,10.295,,,7,TRUE,1,US0060
19041074,27559923,7301,PADUCAH,73,MCCRACKEN,12,,3141 US60,3141,,US60,,,,42001,,KY,37.08383207,37,5.03,-88.64731695,88,38.839,12.628,,,3,TRUE,1,US0060
19041792,27560761,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,439,,WOOD,ST,,,42001,,KY,37.06385007,37,3.831,-88.5892256,88,35.354,0.029,,,6,TRUE,1,
19041793,27560762,7301,PADUCAH,73,MCCRACKEN,17,,3790 US60,3790,,US60,,,,42001,,KY,37.08029179,37,4.818,-88.67336893,88,40.402,11.137,,,3,TRUE,1,US0060
19041795,27560764,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,3210,,MINNICH,AVE,,,42001,,KY,37.08204104,37,4.922,-88.64970241,88,38.982,0.942,,,3,TRUE,1,
19041796,27560765,7301,PADUCAH,73,MCCRACKEN,23,,KENTUCKY TOBACCO OUTLET,3821,,US60,,,,42001,,KY,37.08058236,37,4.835,-88.67423532,88,40.454,11.056,,,3,TRUE,1,US0060
19041799,27560768,7301,PADUCAH,73,MCCRACKEN,8,,WALMART,5130,,US60,,,,42001,,KY,37.07661089,37,4.597,-88.68696395,88,41.218,10.325,,,7,TRUE,1,US0060
19044034,27563468,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,2324,,OHIO,ST,9,,42001,,KY,37.06984869,37,4.191,-88.62022699,88,37.214,0.9,,,4,TRUE,1,
19051468,27571997,7301,PADUCAH,73,MCCRACKEN,8,,THEFT AT KROGER,3275,,US60,,,,42003,,KY,37.04974327,37,2.985,-88.56607492,88,33.964,17.495,,,6,TRUE,1,US0060
19051628,27572177,7301,PADUCAH,73,MCCRACKEN,,,IRVIN COBB AND BROAD,,,IRVIN COBB,DR,,,42003,,,37.0608423,37,3.651,-88.5949787,88,35.699,15.553,,,6,,1,US0060
19051630,27572180,7301,PADUCAH,73,MCCRACKEN,,,IRVIN COBB AND BROAD,,,IRVIN COBB,DR,,,42003,,,37.0607612,37,3.646,-88.5947768,88,35.687,15.565,,,6,,1,US0060
19051635,27572185,7301,PADUCAH,73,MCCRACKEN,,,SUPERWAY,2535,,JACKSON,ST,,,42003,,,37.0696959,37,4.182,-88.6237507,88,37.425,13.644,,,4,,1,US0060
19052357,27573083,7301,PADUCAH,73,MCCRACKEN,,,LIEBERMAN ST,,,LIEBERMAN,ST,,,42003,,KY,37.05560445,37,3.336,-88.57636496,88,34.582,0.129,,,,TRUE,1,
19052358,27573084,7301,PADUCAH,73,MCCRACKEN,13,,MAYFIELD RD/SOUTH 21ST STREET,,,MAYFIELD,RD,,,42001,,KY,37.0688797,37,4.133,-88.61264097,88,36.758,9.544,,,4,TRUE,1,KY0994
19052359,27573085,7301,PADUCAH,73,MCCRACKEN,13,,MAYFIELD RD/SOUTH 21ST STREET,,,MAYFIELD,RD,,,42001,,KY,37.06842636,37,4.106,-88.61266129,88,36.76,9.512,,,4,TRUE,1,KY0994
19052380,27573109,7301,PADUCAH,73,MCCRACKEN,13,,BROWN ST/IRVIN COBB DRIVE,,,BROWN,ST,,,42001,,KY,37.06552717,37,3.932,-88.59915469,88,35.949,0.331,,,6,TRUE,1,
19052386,27573118,7301,PADUCAH,73,MCCRACKEN,,,I 0024/3.5MM,,,I24 E,,,,42001,,,37.0925061,37,5.55,-88.6863231,88,41.179,3.32,,,7,,1,I 0024
19055854,27577225,7301,PADUCAH,73,MCCRACKEN,,,JONES ST,1200,,WALTER JETTON,BLVD,,,42003,,KY,37.07530592,37,4.518,-88.60026322,88,36.016,0.649,,,2,TRUE,1,
19056513,27577950,7301,PADUCAH,73,MCCRACKEN,,,841 N 25TH ST,841,,25TH,ST,,CS1246,42001,,,37.0863987,37,5.184,-88.6308395,88,37.85,0.856,,,1,,1,
19056523,27577960,7301,PADUCAH,73,MCCRACKEN,,,BROADWAY,600,,BROADWAY,,311,CS1003,42001,,,37.0869744,37,5.218,-88.5974228,88,35.845,2.517,,,2,,1,
19059623,27581545,7301,PADUCAH,73,MCCRACKEN,,,RENTAL PROPERTY OWNED BY RANDELL LOFTON,414,,ELIZABETH,ST,,CS1400,42003,,,37.0709706,37,4.258,-88.5887793,88,35.327,0.108,,,2,,1,
19059627,27581550,7301,PADUCAH,73,MCCRACKEN,,,WAGNON RESIDENCE,2845,,ADAMS,ST,,CS1233,42001,,,37.0689707,37,4.138,-88.6297606,88,37.786,1.374,,,4,,1,
19060173,27582287,7301,PADUCAH,73,MCCRACKEN,,,OLD MAYFIELD RD/EILEEN ST,,,OLD MAYFIELD,RD,,,42001,,KY,37.03806702,37,2.284,-88.62710673,88,37.626,7.065,,,,FALSE,1,KY0994
19065683,27588251,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,2728,,TENNESSEE,ST,,CS1297,42003,,,37.0661201,37,3.967,-88.6264054,88,37.584,0.129,,,4,,1,
19065864,27588465,7301,PADUCAH,73,MCCRACKEN,,,GAS STATION,2670,,NEW HOLT,RD,,CR1019,42001,,,37.0708774,37,4.253,-88.6910248,88,41.461,0.002,,,7,,1,
19071234,27594384,7301,PADUCAH,73,MCCRACKEN,20,,431 5TH ST,431,,5TH,ST,,,42001,,KY,37.09011021,37,5.407,-88.60177454,88,36.106,0.285,,,,TRUE,1,
19071236,27594386,7301,PADUCAH,73,MCCRACKEN,13,,PIZZA BY THE POUND PARKING LOT,600,N,32ND,ST,,,42001,,KY,37.07635679,37,4.581,-88.64277273,88,38.566,,,,3,TRUE,1,
19071611,27594847,7301,PADUCAH,73,MCCRACKEN,20,,3700 HINKLEVILLE RD APT 17,3700,,US60,,17,,42001,,KY,37.08273944,37,4.964,-88.66809283,88,40.086,11.463,,,3,TRUE,1,US0060
19071612,27594848,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,409,S,17TH,ST,,,42001,,KY,37.07573123,37,4.544,-88.61545371,88,36.927,0.245,,,4,TRUE,1,
19071613,27594849,7301,PADUCAH,73,MCCRACKEN,9,,2501 KENTUCKY AVE,2501,,KENTUCKY,AVE,,,42001,,KY,37.07294928,37,4.377,-88.62906926,88,37.744,0.383,,,4,TRUE,1,
19075447,27599270,7301,PADUCAH,73,MCCRACKEN,20,,231 FOUNTAIN AVE,231,,FOUNTAIN,AVE,,,42001,,KY,37.08442025,37,5.065,-88.62091182,88,37.255,0.031,,,1,TRUE,1,
19075450,27599273,7301,PADUCAH,73,MCCRACKEN,,,DICK'S SPORTING GOODS,5101,,HINKLEVILLE,RD,600,,42002,,,37.0768813,37,4.613,-88.6862119,88,41.173,10.37,,,7,,1,
19075451,27599274,7301,PADUCAH,73,MCCRACKEN,,,US45 BUS,401,,US45 BUS,,,,42003,,KY,37.08562537,37,5.138,-88.59761918,88,35.857,2.026,,,,TRUE,1,US0045X
19075454,27599277,7301,PADUCAH,73,MCCRACKEN,20,,800 N 37TH ST,800,N,37TH,ST,A,,42001,,KY,37.07677512,37,4.607,-88.65445728,88,39.267,0.231,,,3,TRUE,1,
19075455,27599278,7301,PADUCAH,73,MCCRACKEN,,,ALBEN BARKLEY DR,4810,,ALBEN BARKLEY,DR,,,42001,,KY,37.05525999,37,3.316,-88.66245923,88,39.748,11.405,,,,TRUE,1,US0062
19075456,27599279,7301,PADUCAH,73,MCCRACKEN,,,5101 US60,5101,,US60,,,,42001,,KY,37.07650841,37,4.591,-88.6871173,88,41.227,10.315,,,7,TRUE,1,US0060
19078024,27602320,7301,PADUCAH,73,MCCRACKEN,,,MCCRACKEN COUNTY REGIONAL JAIL,400,S,7TH,ST,,CS1021,42001,,,37.0820444,37,4.923,-88.5998656,88,35.992,0.243,,,2,,1,
19078253,27602644,7301,PADUCAH,73,MCCRACKEN,,,OLIVE ST,1100,,OLIVE,ST,,CS1272,42001,,,37.0932275,37,5.594,-88.6251278,88,37.508,0.274,,,1,,1,
19079231,27603823,7301,PADUCAH,73,MCCRACKEN,,,215 MAHM ST,215,,MAHM,ST,,CS1002,42001,,,37.0711736,37,4.27,-88.6356203,88,38.137,0.131,,,4,,1,
19080845,27605818,7301,PADUCAH,73,MCCRACKEN,8,,JC PENNY,5101,,US60,,800,,42001,,KY,37.07724284,37,4.635,-88.68497205,88,41.098,10.442,,,7,TRUE,1,US0060
19081001,27605997,7301,PADUCAH,73,MCCRACKEN,,,OHIO ST,2513,,OHIO,ST,,CS1296,42003,,,37.0686524,37,4.119,-88.6232617,88,37.396,1.087,,,4,,1,
19081034,27606032,7301,PADUCAH,73,MCCRACKEN,,,CLAY ST/24TH ST,,,CLAY,ST,,CS1011,42001,,,37.0807629,37,4.846,-88.6286121,88,37.717,0.818,,,3,,1,
19081035,27606033,7301,PADUCAH,73,MCCRACKEN,,,FIVER STAR,5020,,HINKLEVILLE,RD,,,42001,,,37.0773986,37,4.644,-88.6843012,88,41.058,10.481,,,7,,1,US0060
19081810,27607012,7301,PADUCAH,73,MCCRACKEN,14,,CANDLEWOOD SUITES,3940,,COLEMAN CROSSING,CIR,,,42001,,KY,37.08456751,37,5.074,-88.6819031,88,40.914,0.223,,,7,TRUE,1,
19083072,27608568,7301,PADUCAH,73,MCCRACKEN,20,,530 FOUNTAIN AVE,530,,FOUNTAIN,AVE,,,42001,,KY,37.0839373,37,5.036,-88.62053203,88,37.232,0.07,,,,TRUE,1,
19083075,27608571,7301,PADUCAH,73,MCCRACKEN,20,,612 BROADWAY,612,,BROADWAY,,3,,42001,,KY,37.08541672,37,5.125,-88.60124574,88,36.075,2.229,,,2,TRUE,1,
19083146,27608660,7301,PADUCAH,73,MCCRACKEN,,,1500 BLK BLOOM,,,ALEXANDER,ST,,CS1362,42001,,,37.0636172,37,3.817,-88.6058578,88,36.351,0.025,,,6,,1,
19083147,27608661,7301,PADUCAH,73,MCCRACKEN,,,401 S 25TH ST,401,,25TH,ST,,CS1317,42001,,,37.0726411,37,4.358,-88.6253429,88,37.521,0.052,,,4,,1,
19084739,27610576,7301,PADUCAH,73,MCCRACKEN,,,WALMART,5130,,US60,,,,42001,,KY,37.07592122,37,4.555,-88.6871149,88,41.227,10.339,,,7,TRUE,1,US0060
19084807,27610679,7301,PADUCAH,73,MCCRACKEN,,,MCCRACKEN CO PUBLIC LIBRARY,555,,WASHINGTON,ST,,CS1291,42002,,,37.0845001,37,5.07,-88.5973989,88,35.844,0.274,,,2,,1,
19084810,27610682,7301,PADUCAH,73,MCCRACKEN,,,DOLLAR GENERAL,613,,SOUTH,LOOP,,,42002,,,37.0814255,37,4.886,-88.5935437,88,35.613,2.163,,,2,,1,US0060X
19084811,27610683,7301,PADUCAH,73,MCCRACKEN,,,1015 BURNETT ST,1015,,BURNETT,ST,,CS1283,42001,,,37.0922292,37,5.534,-88.6134282,88,36.806,0.459,,,1,,1,
19084812,27610684,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,701,,24TH,ST,,CS1251,42001,,,37.0835191,37,5.011,-88.6296866,88,37.781,0.3,,,1,,1,
19084838,27610713,7301,PADUCAH,73,MCCRACKEN,20,,LEFLORE RESIDENCE,3420,,MINNICH,AVE,E7,,42001,,KY,37.08146559,37,4.888,-88.65065809,88,39.039,0.804,,,3,TRUE,1,
19084840,27610715,7301,PADUCAH,73,MCCRACKEN,3,Arrest,SILVER BULLET,112,,US45 BUS,,,,42001,,KY,37.08686004,37,5.212,-88.59655029,88,35.793,2.162,,,2,TRUE,1,US0045X
19085064,27610979,7301,PADUCAH,73,MCCRACKEN,,,740 N 32ND ST,740,,32ND,ST,2,,42001,,,37.077399,37,4.644,-88.6440039,88,38.64,1.029,,,3,,1,KY0731
19085089,27611018,7301,PADUCAH,73,MCCRACKEN,,,RESIDENCE,107,,BERGER,RD,,,42003,,,37.0602427,37,3.615,-88.6395516,88,38.373,0.008,,,5,,1,KY1310
19085843,27612013,7301,PADUCAH,73,MCCRACKEN,20,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,,,42001,,KY,37.08084211,37,4.851,-88.63985439,88,38.391,0.181,,,3,TRUE,1,
19093431,27620568,7301,PADUCAH,73,MCCRACKEN,,,DOLLAR GENERAL,613,,SOUTH,LOOP,,,42002,,,37.0816304,37,4.898,-88.5940735,88,35.644,2.134,,,2,,1,US0060X
19093460,27620597,7301,PADUCAH,73,MCCRACKEN,,,PADUCAH MIDDLE SCHOOL,342,,LONE OAK,RD,,,42001,,,37.0665362,37,3.992,-88.6384295,88,38.306,0.149,,,5,,1,KY0731
19097524,27625208,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,,,US60,,,,42003,,KY,37.05418404,37,3.251,-88.57007793,88,34.205,17.115,,,,TRUE,1,US0060
19097525,27625209,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,,,US60,,,,42003,,KY,37.0548065,37,3.288,-88.57043477,88,34.226,17.145,,,,TRUE,1,US0060
19097526,27625210,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,,,US60,,,,42003,,KY,37.05427585,37,3.257,-88.57013337,88,34.208,17.116,,,,TRUE,1,US0060
19097527,27625211,7301,PADUCAH,73,MCCRACKEN,,,WALMART SOUTH,,,US60,,,,42003,,KY,37.05430882,37,3.259,-88.57023684,88,34.214,17.102,,,,TRUE,1,US0060
19100123,27628346,7301,PADUCAH,73,MCCRACKEN,,,CLARK ST,835,,CLARK,ST,,CS1293,42001,,,37.0816931,37,4.902,-88.6010286,88,36.062,0.623,,,,,1,
19100124,27628347,7301,PADUCAH,73,MCCRACKEN,,,GRIFFIN RESIDENCE,709,N,7TH,ST,1,CS1022,42001,,,37.0857234,37,5.143,-88.6021177,88,36.127,0.04,,,1,,1,
19100917,27629242,7301,PADUCAH,73,MCCRACKEN,9,,WALGREENS,521,,US45,,,,42001,,KY,37.06374593,37,3.825,-88.63864412,88,38.319,9.181,,,5,TRUE,1,US0045
19100917,27629243,7301,PADUCAH,73,MCCRACKEN,9,,WALGREENS,521,,US45,,,,42001,,KY,37.06374593,37,3.825,-88.63864412,88,38.319,9.181,,,5,,4,US0045
19108762,27638674,7301,PADUCAH,73,MCCRACKEN,32,,PARK RD,2956,,US60,,,,42001,,KY,37.0835082,37,5.01,-88.64232073,88,38.539,12.907,,,3,TRUE,1,US0060
19109009,27638992,7301,PADUCAH,73,MCCRACKEN,18,,N 2ND ST,,N,2ND,ST,,,42001,,KY,37.08984996,37,5.391,-88.59676144,88,35.806,0.103,,,1,TRUE,1,
19109141,27639156,7301,PADUCAH,73,MCCRACKEN,,,N 8TH ST/SMOKE SHOP,,,8TH,ST,,,42001,,,37.0981528,37,5.889,-88.630307,88,37.818,12.116,,,1,,1,US0045
19109145,27639161,7301,PADUCAH,73,MCCRACKEN,,,DUDLECY COURT,801,,McGUIRE,AVE,G5,CS1221,42001,,,37.0812232,37,4.873,-88.6397639,88,38.386,0.161,,,3,,1,
19109753,27639971,7301,PADUCAH,73,MCCRACKEN,20,,RESIDENCE,2306,,OHIO,ST,8,,42003,,KY,37.0697981,37,4.188,-88.62058661,88,37.235,0.919,,,4,TRUE,1,
19109754,27639972,7301,PADUCAH,73,MCCRACKEN,12,,3141 PARK AV KROGER,3141,,US60,,,,42001,,KY,37.08410671,37,5.046,-88.64727554,88,38.837,12.631,,,3,TRUE,1,US0060
19112699,27643296,7301,PADUCAH,73,MCCRACKEN,,,2400 ADAMS ST,2400,,ADAMS,ST,,,42001,,KY,37.07049163,37,4.229,-88.62482316,88,37.489,1.083,,,4,TRUE,1,
19112735,27643342,7301,PADUCAH,73,MCCRACKEN,8,,US60 BUS,3220,,US60 BUS,,,,42001,,KY,37.08334702,37,5.001,-88.63425642,88,38.055,0.167,,,6,TRUE,1,US0060X
19112736,27643343,7301,PADUCAH,73,MCCRACKEN,3,Arrest,FAT MOES,902,,BROADWAY,,,,42001,,KY,37.08393248,37,5.036,-88.60440383,88,36.264,1.956,,,2,TRUE,1,
19112793,27643401,7301,PADUCAH,73,MCCRACKEN,,,801 MCGUIRE AVE,801,,MCGUIRE,AVE,,,42001,,KY,37.08052359,37,4.831,-88.6397265,88,38.384,0.203,,,3,TRUE,1,
19112794,27643402,7301,PADUCAH,73,MCCRACKEN,24,,S 31ST ST,2301,S,31ST,ST,,,42001,,KY,37.0668487,37,4.011,-88.63422535,88,38.054,0.718,,,4,TRUE,1,
19112800,27643408,7301,PADUCAH,73,MCCRACKEN,20,,2651 PERKINS CREEK DR,2651,,PERKINS CREEK,DR,,,42001,,KY,37.0684339,37,4.106,-88.68644656,88,41.187,0.119,,,7,TRUE,1,
19116235,27647585,7301,PADUCAH,73,MCCRACKEN,,,WALMART SUPERCENTER,5130,,HINKLEVILLE,RD,,,42001,,,37.0767915,37,4.607,-88.6864342,88,41.186,10.356,,,7,,1,US0060
19116334,27647717,7301,PADUCAH,73,MCCRACKEN,18,,SALVATION ARMY,2990,,TRIMBLE,ST,,,42001,,KY,37.0777595,37,4.666,-88.63908621,88,38.345,0.224,,,3,TRUE,1,
19116340,27647723,7301,PADUCAH,73,MCCRACKEN,20,,2205 POLK ST,2205,,POLK,ST,,,42003,,KY,37.07289702,37,4.374,-88.62125825,88,37.275,0.033,,,4,TRUE,1,
